ph,ph_s,wt,wt_s,ec,ec_s,status
6.83,1,26.5,1,1.56,0,110
13.62,1,18.03,0,0.88,2,102
5.64,0,15.5,2,7.78,1,21
5.68,0,19.79,0,2.64,1,1
2.46,2,97.13,1,0.18,2,212
0.99,2,0.19,2,4.58,1,221
6.78,1,27,1,1.89,0,110
6.79,1,27,1,2.04,0,110
2.25,2,11.89,2,0.36,2,222
5.88,0,60.95,1,6.61,1,11
12.3,1,18.18,0,1.28,0,100
6.71,1,27,1,1.99,0,110
5.9,0,10.59,2,9.85,1,21
5.89,0,15.06,2,2.12,0,20
9.78,1,18.45,0,1.02,2,102
5.54,0,21,0,2.05,0,0
10.63,1,20.48,0,0.99,2,102
7.91,1,41.77,1,0.75,2,112
6.77,1,27,1,1.91,0,110
6.83,1,26.5,1,1.63,0,110
5.99,0,18,0,1.77,0,0
1.94,2,20.4,0,0.21,2,202
6.15,0,12.54,2,0.19,2,22
5.95,0,7.08,2,4.61,1,21
3.11,2,21.6,0,2.05,0,200
1.6,2,18.99,0,2.2,0,200
2.61,2,17.03,2,0.05,2,222
6.83,1,27,1,1.95,0,110
11.26,1,61.11,1,5.87,1,111
0.68,2,42.84,1,1.43,0,210
6.8,1,26.5,1,1.72,0,110
2.25,2,19.82,0,1,2,202
6.12,0,80.98,1,1.21,0,10
5.88,0,54.04,1,1.33,0,10
5.63,0,2.26,2,2.18,0,20
6.77,1,26.5,1,1.64,0,110
2.24,2,40.55,1,0.09,2,212
6.74,1,27,1,2.01,0,110
9.9,1,1.44,2,6.47,1,121
6.72,1,26.5,1,2.05,0,110
12.41,1,73.84,1,9.08,1,111
9.68,1,85.89,1,0.43,2,112
6.03,0,12.53,2,2.13,0,20
6.95,1,23.85,1,5.75,1,111
3.86,2,99.13,1,2.33,0,210
6.77,1,27,1,1.7,0,110
6.76,1,26.5,1,1.62,0,110
5.6,0,21,0,1.21,0,0
12.76,1,21.2,0,0.1,2,102
5.53,0,7.4,2,1.07,2,22
6.02,0,20.43,0,0.78,2,2
6.79,1,26.5,1,1.63,0,110
5.67,0,11.16,2,1.32,0,20
5.61,0,21.6,0,1.01,2,2
0.82,2,68.87,1,9.93,1,211
12.26,1,44.26,1,7.62,1,111
6.8,1,26.5,1,1.63,0,110
6.78,1,26,1,1.64,0,110
5.59,0,16.13,2,9.08,1,21
5.62,0,8.32,2,4.09,1,21
0.58,2,21.56,0,5.62,1,201
6.77,1,26.5,1,1.71,0,110
5.77,0,21.21,0,0.79,2,2
6.13,0,22,0,1.58,0,0
5.65,0,20.01,0,0.95,2,2
2.77,2,9.14,2,7.16,1,221
8.04,1,13.96,2,1.27,0,120
6.78,1,26.5,1,1.63,0,110
5.57,0,90.22,1,6.72,1,11
5.62,0,1.18,2,0.43,2,22
5.53,0,10.7,2,3.24,1,21
9.06,1,7.27,2,2.2,0,120
3.7,2,13.16,2,0.07,2,222
9.81,1,5.76,2,1.55,0,120
5.91,0,19.16,0,4.37,1,1
6.82,1,27,1,1.7,0,110
4.21,2,20.35,0,0.03,2,202
13.99,1,60.21,1,0.16,2,112
10.39,1,15.1,2,0.66,2,122
9.31,1,20.94,0,7.4,1,101
1.26,2,19.64,0,1.2,0,200
6.74,1,27,1,2.01,0,110
5.86,0,77.99,1,3.17,1,11
0.96,2,70.12,1,2.12,0,210
12.98,1,18.72,0,0.75,2,102
7.78,1,13.91,2,0.4,2,122
12.87,1,21.39,0,0.83,2,102
5.76,0,65.84,1,1.54,0,10
5.61,0,18.69,0,7.18,1,1
5.82,0,19.93,0,0.9,2,2
6.78,1,26.5,1,2,0,110
5.69,0,19.53,0,8.85,1,1
5.68,0,18,0,1.44,0,0
6.79,1,26.5,1,1.63,0,110
5.57,0,18.95,0,4.85,1,1
5.73,0,18.57,0,1.02,2,2
1.33,2,18.95,0,1.1,2,202
5.69,0,18.7,0,1.08,2,2
5.67,0,4.52,2,1.73,0,20
3.75,2,19.93,0,0.57,2,202
9.92,1,0.77,2,1.32,0,120
13.69,1,81.02,1,0.01,2,112
5.04,2,25.46,1,3.21,1,211
6.79,1,26.5,1,1.63,0,110
6.83,1,27,1,1.62,0,110
9.52,1,9.61,2,7.68,1,121
3.95,2,21.41,0,0.01,2,202
6.8,1,27,1,1.93,0,110
6.85,1,26.5,1,1.63,0,110
10.56,1,19.18,0,1.88,0,100
6.81,1,26.5,1,1.65,0,110
6.8,1,26.5,1,1.73,0,110
11.3,1,9.2,2,0.04,2,122
6.86,1,27,1,1.63,0,110
0.22,2,21.03,0,5.55,1,201
6.71,1,27,1,1.99,0,110
6.77,1,27,1,1.89,0,110
6.82,1,26.5,1,1.62,0,110
1.66,2,6.75,2,0.9,2,222
5.63,0,2.94,2,2.47,0,20
7.76,1,56.7,1,0.09,2,112
6.1,0,8.79,2,2.01,0,20
2.73,2,46.19,1,4.69,1,211
10.18,1,37.9,1,8.35,1,111
3.25,2,75.88,1,0.55,2,212
6.12,0,3.19,2,5.37,1,21
6.83,1,27,1,1.63,0,110
2.75,2,90.51,1,7.42,1,211
10.1,1,5.77,2,1.84,0,120
8.13,1,2.29,2,1.71,0,120
13.72,1,18.98,0,2.35,0,100
10.5,1,67.06,1,7.11,1,111
6.14,0,3.34,2,0.73,2,22
6.81,1,26.5,1,1.63,0,110
5.83,0,20.34,0,4.38,1,1
8.96,1,13.78,2,0.71,2,122
12.38,1,7.59,2,0.46,2,122
6.62,1,14.76,2,7.59,1,121
6.85,1,27,1,1.62,0,110
9.38,1,0.43,2,0.46,2,122
6.82,1,26.5,1,1.64,0,110
10.16,1,21.62,0,5.85,1,101
6.86,1,27,1,1.62,0,110
5.83,0,18.54,0,1.08,2,2
5.62,0,85.82,1,2.25,0,10
8.08,1,5.98,2,8.24,1,121
13.42,1,92.97,1,7.84,1,111
6.06,0,99.1,1,4.74,1,11
6.85,1,26.5,1,1.64,0,110
5.8,0,59.35,1,8.03,1,11
6.78,1,26.5,1,1.63,0,110
6.68,1,27,1,1.98,0,110
9.68,1,16.99,2,4.48,1,121
3.01,2,20.69,0,1.64,0,200
7.2,1,21.77,0,0.66,2,102
6.76,1,26,1,1.65,0,110
6.82,1,27,1,1.7,0,110
5.81,0,3.31,2,6.85,1,21
1.95,2,14.27,2,8.09,1,221
6.89,1,14.01,2,0.3,2,122
5.73,0,12.94,2,1.34,0,20
6.74,1,27,1,1.72,0,110
5.25,2,7.05,2,2.26,0,220
5.34,2,10.56,2,1.94,0,220
2.7,2,10.48,2,2.16,0,220
5.74,0,20,0,1.92,0,0
2.11,2,2.7,2,0.65,2,222
5.93,0,77.06,1,4.45,1,11
2.89,2,18.62,0,0.94,2,202
5.72,0,51.21,1,0.66,2,12
11.88,1,39.25,1,0.88,2,112
6.8,1,26.5,1,2.01,0,110
9.14,1,20.67,0,7.78,1,101
6.78,1,26.5,1,1.71,0,110
10.09,1,19.29,0,2.99,1,101
8.3,1,21.95,0,8.84,1,101
6.26,1,4.79,2,1.86,0,120
6.8,1,26.5,1,1.72,0,110
6.86,1,26.5,1,1.63,0,110
6.76,1,27,1,1.7,0,110
7.7,1,19.55,0,0.5,2,102
7.32,1,19.27,0,3.02,1,101
5.7,0,20,0,2.39,0,0
7.02,1,94.28,1,0.34,2,112
6.76,1,27,1,2.05,0,110
4.75,2,20.39,0,1,2,202
5.53,0,52.72,1,4.58,1,11
6.51,1,24.91,1,4.13,1,111
1.7,2,10.61,2,1.03,2,222
2.41,2,21.84,0,2.13,0,200
6.67,1,27,1,1.99,0,110
5.7,0,20.01,0,0.05,2,2
1.87,2,12.86,2,1.77,0,220
2.17,2,18.09,0,1.48,0,200
5.51,0,6.03,2,1.11,2,22
5.66,0,64.69,1,1.46,0,10
5.7,0,18,0,1.55,0,0
5.6,0,57.51,1,5.65,1,11
5.84,0,3.62,2,2.17,0,20
6.76,1,26.5,1,2.05,0,110
6.81,1,27,1,1.73,0,110
1.33,2,21.3,0,4.17,1,201
4.84,2,81.32,1,3.47,1,211
6.83,1,26.5,1,1.63,0,110
3.52,2,11.49,2,7.74,1,221
2.92,2,19.15,0,2.27,0,200
6.77,1,26,1,1.64,0,110
5.99,0,19,0,2.5,0,0
5.98,0,9.72,2,2.47,0,20
6.8,1,1.37,2,0.31,2,122
6.76,1,26,1,1.63,0,110
10.23,1,18.7,0,1.6,0,100
6.89,1,17.26,2,2.14,0,120
1.65,2,0.58,2,4.59,1,221
6.13,0,19,0,2.12,0,0
10.37,1,21.73,0,5.66,1,101
6.83,1,27,1,1.63,0,110
6.53,1,50.62,1,6.57,1,111
6.83,1,27,1,1.63,0,110
3.83,2,21.5,0,7.68,1,201
13.62,1,45.68,1,1.19,2,112
4.99,2,35.4,1,9.4,1,211
8.57,1,4.43,2,1.23,0,120
3.95,2,40.36,1,5.61,1,211
9.37,1,8.03,2,2.64,1,121
3.63,2,12.53,2,2.9,1,221
4.66,2,40.67,1,9.53,1,211
6.86,1,12.82,2,0.97,2,122
5.58,0,19.85,0,1.17,2,2
9.8,1,20.8,0,1.5,0,100
3.23,2,21.92,0,4.03,1,201
0.86,2,16.02,2,8.56,1,221
6.11,0,55.38,1,0.42,2,12
4.84,2,22.75,1,1,2,212
5.81,0,11.44,2,2.56,1,21
11.94,1,12.86,2,1.13,2,122
5.52,0,5.69,2,6.29,1,21
5.82,0,18.58,0,1.17,2,2
6.68,1,27,1,1.98,0,110
12.29,1,63.29,1,0.42,2,112
6.74,1,27,1,1.9,0,110
6.8,1,26.5,1,1.72,0,110
1.72,2,60.73,1,1.22,0,210
6.8,1,26.5,1,1.72,0,110
5.73,0,1.61,2,4.66,1,21
6.83,1,26.5,1,1.63,0,110
5.85,0,22,0,1.42,0,0
5.02,2,17.04,2,2.22,0,220
8.2,1,18.44,0,1.23,0,100
12.19,1,1.16,2,1.92,0,120
6.76,1,26.5,1,1.71,0,110
0.61,2,96.14,1,8.96,1,211
8.11,1,1.25,2,2.49,0,120
6.84,1,27,1,1.62,0,110
6.83,1,26.5,1,1.71,0,110
5.81,0,52.4,1,0.86,2,12
7.17,1,11.15,2,3.27,1,121
6.84,1,26.5,1,1.63,0,110
5.76,0,2.32,2,1.94,0,20
6.8,1,26.5,1,1.71,0,110
5.72,0,34.54,1,2.06,0,10
6.82,1,26.5,1,1.71,0,110
3.75,2,20.66,0,1.75,0,200
6.12,0,21.92,0,0.44,2,2
9.68,1,69.4,1,5.73,1,111
0.19,2,3.03,2,0.42,2,222
1.19,2,69.92,1,0.27,2,212
0.47,2,64.07,1,2.37,0,210
6.81,1,60.51,1,3.19,1,111
11.85,1,41.98,1,5.47,1,111
0.75,2,47.26,1,0.74,2,212
5.87,0,1.35,2,3.85,1,21
5.83,0,77,1,7.35,1,11
8.49,1,19.95,0,2.47,0,100
10.15,1,9.97,2,7.2,1,121
6,0,11.83,2,1.07,2,22
10.59,1,94.23,1,0.4,2,112
5.61,0,0.44,2,7.91,1,21
1.4,2,20.65,0,8.14,1,201
6.03,0,18.79,0,0.99,2,2
6.78,1,27,1,1.7,0,110
6.76,1,27,1,1.7,0,110
2.2,2,73.56,1,0.7,2,212
6.8,1,26.5,1,1.71,0,110
3.78,2,71.36,1,2.67,1,211
6.75,1,26.5,1,1.62,0,110
10.69,1,20.12,0,4.96,1,101
5.21,2,21.74,0,3.76,1,201
12.04,1,42.07,1,4.65,1,111
6.78,1,26.5,1,2.01,0,110
3.77,2,88.02,1,1.09,2,212
11.45,1,12.01,2,1.84,0,120
5.89,0,48.52,1,5.34,1,11
6.83,1,19.14,0,1.01,2,102
11.28,1,24.18,1,3.43,1,111
6.74,1,27,1,1.95,0,110
1.58,2,18.42,0,0.64,2,202
11.38,1,20.68,0,5.3,1,101
6.84,1,26.5,1,1.63,0,110
6.81,1,27,1,1.7,0,110
5.91,0,45.19,1,1.9,0,10
5.88,0,14.79,2,3.5,1,21
1.54,2,96.48,1,8.96,1,211
2.51,2,19.02,0,8.92,1,201
4.64,2,10.51,2,0.27,2,222
11.67,1,0.11,2,4.11,1,121
6.84,1,27,1,1.95,0,110
5.32,2,19.79,0,2.31,0,200
5.64,0,18.27,0,0.16,2,2
7.11,1,21.51,0,8.78,1,101
4.38,2,1.27,2,0.08,2,222
6.83,1,27,1,1.62,0,110
5.82,0,11.14,2,4.49,1,21
3.6,2,2.29,2,2.51,1,221
6.04,0,20.26,0,0.14,2,2
6.82,1,26.5,1,1.63,0,110
6.78,1,26.5,1,1.62,0,110
6.16,0,18.83,0,6.88,1,1
8.4,1,6.81,2,1.01,2,122
3.95,2,7.95,2,6.9,1,221
5.94,0,7.52,2,3.88,1,21
5.64,0,20,0,2.03,0,0
4.3,2,10.19,2,1.99,0,220
3.82,2,4.4,2,3.46,1,221
5.88,0,40.11,1,2.33,0,10
6.05,0,8.71,2,0.13,2,22
0.19,2,96.12,1,0.61,2,212
6.75,1,26.5,1,2.05,0,110
6.74,1,27,1,1.85,0,110
6.1,0,86.5,1,2.17,0,10
12.56,1,1.86,2,0.22,2,122
6.85,1,26.5,1,1.64,0,110
8.29,1,25.28,1,5.79,1,111
6.79,1,26.5,1,1.62,0,110
7,1,21.07,0,1.29,0,100
6.82,1,26.5,1,1.63,0,110
5.71,0,39.99,1,3.89,1,11
6.18,0,94.57,1,0.34,2,12
6.81,1,27,1,1.7,0,110
8.33,1,86.46,1,0.38,2,112
11.93,1,21.48,0,0.21,2,102
6.07,0,0.9,2,0.08,2,22
5.63,0,98.45,1,4.77,1,11
13.58,1,12.65,2,0.29,2,122
6.83,1,26.5,1,1.63,0,110
3.47,2,17.43,2,1.28,0,220
10.75,1,16.02,2,1.83,0,120
0.4,2,18.35,0,0.74,2,202
11.15,1,20.63,0,2.34,0,100
9.13,1,54.51,1,2.87,1,111
6.79,1,26.5,1,2.03,0,110
4.12,2,79.6,1,8.83,1,211
6.81,1,26.5,1,1.63,0,110
5.07,2,10.52,2,4.22,1,221
10.46,1,21.84,0,0.3,2,102
5.36,2,61.66,1,2.23,0,210
6.75,1,27,1,2.04,0,110
6.82,1,26.5,1,1.63,0,110
13.91,1,19.74,0,1.71,0,100
6.8,1,26.5,1,1.71,0,110
10.97,1,19,0,0.02,2,102
6.13,0,13.12,2,0.19,2,22
6.83,1,27,1,1.84,0,110
6.79,1,26.5,1,1.63,0,110
6.17,0,18.04,0,1.04,2,2
6.96,1,16.23,2,3.63,1,121
0.8,2,10.73,2,1.96,0,220
5.72,0,7.38,2,2.45,0,20
5.79,0,6.79,2,0.1,2,22
1.75,2,18.83,0,0.63,2,202
5.55,0,19.88,0,0.58,2,2
6.09,0,6.29,2,0.95,2,22
6.83,1,27,1,1.62,0,110
6.75,1,27,1,2.03,0,110
4.8,2,11.07,2,1.08,2,222
2.62,2,19.84,0,1.72,0,200
4.95,2,49.45,1,0.16,2,212
2.93,2,19.54,0,0.49,2,202
6.78,1,27,1,1.87,0,110
7.02,1,20.86,0,4.93,1,101
0.26,2,21.11,0,8.11,1,201
6.55,1,18.3,0,2.28,0,100
2.96,2,5.07,2,0.75,2,222
4.63,2,14.14,2,2.42,0,220
1.87,2,17.09,2,3.08,1,221
6.3,1,20.11,0,0.27,2,102
6.81,1,27,1,1.7,0,110
8.14,1,4.53,2,2,0,120
11.89,1,18.08,0,7.06,1,101
4.33,2,19.29,0,1.41,0,200
2.85,2,26.5,1,1.67,0,210
6.43,1,20.12,0,0.73,2,102
6.79,1,26.5,1,1.64,0,110
6.82,1,26.5,1,1.63,0,110
5.96,0,21.22,0,6.37,1,1
13.57,1,84.22,1,0.77,2,112
5.74,0,9.44,2,1.43,0,20
5.91,0,29.83,1,1.52,0,10
1.89,2,17.46,2,2.42,0,220
7.89,1,19.98,0,0.22,2,102
5.54,0,80.73,1,8,1,11
13.34,1,28.92,1,4.57,1,111
6.65,1,27,1,1.97,0,110
6.19,0,21.04,0,0.29,2,2
5.55,0,4.94,2,0.33,2,22
11.25,1,21.35,0,1.76,0,100
6.8,1,27,1,1.7,0,110
12.45,1,21.26,0,1.12,2,102
5.5,0,49.86,1,7.96,1,11
8.01,1,68.61,1,1.11,2,112
6.77,1,26.5,1,1.64,0,110
6.75,1,26.5,1,1.62,0,110
5.94,0,21,0,2.32,0,0
5.61,0,94.34,1,0.24,2,12
5.95,0,80.53,1,1.1,2,12
5.7,0,20.19,0,1.07,2,2
8.27,1,9.53,2,1.5,0,120
4.06,2,18.54,0,9.31,1,201
6.58,1,87.26,1,4.26,1,111
6.78,1,26.5,1,1.62,0,110
9.23,1,1.99,2,0.5,2,122
13.99,1,22.38,1,7.33,1,111
5.63,0,5.37,2,2.17,0,20
5.85,0,19.06,0,0.8,2,2
6.74,1,26.5,1,2.05,0,110
9.19,1,17.4,2,1.81,0,120
6.79,1,26.5,1,1.64,0,110
6.81,1,26.5,1,1.64,0,110
5.7,0,80.72,1,0.32,2,12
5.78,0,96.52,1,0.68,2,12
9.03,1,18.3,0,3.2,1,101
5.56,0,24.71,1,5.78,1,11
6.04,0,18,0,1.97,0,0
11.66,1,33.19,1,0.36,2,112
5.81,0,38.42,1,0.9,2,12
9.86,1,21.46,0,0.68,2,102
5.88,0,18.71,0,8.32,1,1
2.8,2,1.94,2,7.9,1,221
10.21,1,20.22,0,1.22,0,100
6.79,1,26.5,1,1.72,0,110
6.77,1,26,1,1.64,0,110
5.64,0,12.32,2,0.1,2,22
11.32,1,18.01,0,0.16,2,102
4.62,2,44.85,1,6.25,1,211
3.55,2,2.86,2,0.84,2,222
1.88,2,19.75,0,1.49,0,200
0.82,2,21.36,0,1.29,0,200
1.54,2,14.98,2,6.12,1,221
6.04,0,1.27,2,0.22,2,22
6.72,1,27,1,1.99,0,110
0.71,2,5.52,2,4.57,1,221
6.77,1,26.5,1,2.02,0,110
5.73,0,20.8,0,0.26,2,2
8.16,1,39.35,1,5.46,1,111
5.9,0,11.27,2,7.93,1,21
5.45,2,95.95,1,1.63,0,210
6.66,1,4.72,2,6.18,1,121
1.05,2,75.24,1,1.54,0,210
1.9,2,7.74,2,0.18,2,222
6.78,1,26,1,1.64,0,110
6.15,0,82.04,1,0.91,2,12
5.68,0,38.04,1,0.31,2,12
6.78,1,26.5,1,1.71,0,110
6.8,1,27,1,1.7,0,110
2.74,2,18.41,0,1.59,0,200
6.11,0,18.53,0,0.51,2,2
0.16,2,60.57,1,1.48,0,210
5.8,0,3.39,2,0.27,2,22
6.84,1,27,1,1.62,0,110
3.47,2,0.96,2,1.64,0,220
6.1,0,75.95,1,1.3,0,10
0.04,2,66.91,1,7.12,1,211
1.32,2,16.69,2,2.8,1,221
0.71,2,19.44,0,3.84,1,201
4.3,2,18.98,0,0.98,2,202
6.75,1,27,1,1.89,0,110
5.53,0,19.66,0,0.7,2,2
7.05,1,17.65,2,0.2,2,122
4.18,2,17.83,2,0.96,2,222
6.79,1,27,1,1.7,0,110
4,2,32.67,1,9.93,1,211
6.84,1,27,1,1.63,0,110
5.37,2,18.21,0,3.34,1,201
6.68,1,27,1,1.98,0,110
13,1,15.95,2,6.05,1,121
6.68,1,27,1,1.97,0,110
10.02,1,2.85,2,0.32,2,122
5.98,0,3.61,2,1.1,2,22
6.78,1,26.5,1,2.03,0,110
6.15,0,3.81,2,0.96,2,22
6.75,1,26.5,1,1.62,0,110
4.05,2,51.14,1,3.04,1,211
3.88,2,21.11,0,4.34,1,201
6.75,1,26,1,1.63,0,110
12.4,1,15.97,2,8.7,1,121
4.49,2,18.97,0,9.53,1,201
6.81,1,26,1,1.64,0,110
5.98,0,10.56,2,1.04,2,22
13.31,1,8.79,2,9.76,1,121
2.54,2,19.64,0,2.49,0,200
6.83,1,26.5,1,1.64,0,110
5.51,0,14.13,2,7.9,1,21
2.28,2,1.33,2,1.59,0,220
5.94,0,8.44,2,3.14,1,21
6.7,1,27,1,1.97,0,110
6.82,1,27,1,1.63,0,110
6.08,0,22,0,2,0,0
5.83,0,19.41,0,8.03,1,1
12.47,1,20.81,0,0.12,2,102
2.81,2,88.73,1,0.5,2,212
6.14,0,85.53,1,1.85,0,10
7.08,1,10.48,2,7.67,1,121
4.5,2,71.72,1,0.21,2,212
6.81,1,27,1,1.63,0,110
10.37,1,20.06,0,1.48,0,100
0.94,2,2.12,2,1.76,0,220
6.82,1,26.5,1,1.63,0,110
6.77,1,26,1,1.64,0,110
5.35,2,20.2,0,3.75,1,201
3.04,2,18.68,0,1.09,2,202
8.66,1,66.05,1,9.11,1,111
5.99,0,12.36,2,8.31,1,21
3.65,2,18.56,0,2.45,0,200
6.13,0,48.13,1,0.47,2,12
6.76,1,27,1,1.89,0,110
3.28,2,81.13,1,1.17,2,212
11.8,1,18.99,0,7.51,1,101
6.81,1,26.5,1,1.63,0,110
6.78,1,26.5,1,1.72,0,110
5.32,2,37.54,1,1.47,0,210
5.57,0,30.36,1,2.41,0,10
4.67,2,1.37,2,2.01,0,220
0.18,2,5.8,2,2.03,0,220
5.71,0,18,0,1.45,0,0
6.8,1,26.5,1,1.71,0,110
5.82,0,20.03,0,0.44,2,2
4.81,2,12.45,2,2.18,0,220
6.45,1,0.39,2,0.47,2,122
4.64,2,9.53,2,1.64,0,220
2.2,2,6.3,2,1.57,0,220
6.7,1,27,1,2,0,110
2.93,2,6.9,2,1.94,0,220
6.17,0,74.67,1,1.73,0,10
6.85,1,26.5,1,1.64,0,110
9.15,1,5.32,2,2.22,0,120
5.76,0,18.96,0,3.21,1,1
8.91,1,52.85,1,8.95,1,111
4.93,2,71.48,1,5.1,1,211
6.6,1,13.28,2,1.14,2,122
6.75,1,26,1,1.64,0,110
5.87,0,2.38,2,2.48,0,20
5.8,0,21.79,0,5.97,1,1
6.77,1,27,1,1.89,0,110
3.67,2,34,1,2.35,0,210
7.69,1,19.73,0,5,1,101
1.28,2,20.05,0,0.64,2,202
1.11,2,89.9,1,1.46,0,210
2.49,2,18.49,0,2.47,0,200
6.02,0,20.91,0,0.44,2,2
3.97,2,14.53,2,0.92,2,222
3.81,2,0.96,2,1.42,0,220
6.69,1,27,1,2,0,110
5.29,2,66.3,1,0.34,2,212
3.47,2,88.68,1,0.78,2,212
13.36,1,22.56,1,5.46,1,111
8.11,1,31.69,1,0.27,2,112
1.83,2,18.14,0,0.55,2,202
10.44,1,92.56,1,5.37,1,111
3.83,2,18.41,0,0.88,2,202
11.71,1,20.96,0,6.64,1,101
11.05,1,24.69,1,9.34,1,111
5.19,2,87.41,1,0.9,2,212
6.83,1,26.5,1,1.62,0,110
6.79,1,27,1,1.93,0,110
9.27,1,21.72,0,1.31,0,100
5.56,0,63.94,1,7.89,1,11
6.78,1,26.5,1,1.64,0,110
5.61,0,21.32,0,0.54,2,2
6.73,1,27,1,2.01,0,110
13.73,1,19.67,0,1.25,0,100
9.06,1,13.64,2,6.26,1,121
11.93,1,21.1,0,2.89,1,101
6.76,1,26.5,1,2.02,0,110
3.45,2,1.08,2,1.45,0,220
6.84,1,26.5,1,1.64,0,110
2.19,2,21,0,1.97,0,200
7.96,1,1.97,2,0.91,2,122
6.83,1,13.45,2,5.48,1,121
6.53,1,19.93,0,0.8,2,102
5.55,0,37.86,1,8.27,1,11
6.78,1,26.5,1,1.55,0,110
3.72,2,21.91,0,2.11,0,200
8.5,1,5.33,2,0.9,2,122
0.04,2,84.18,1,1.15,2,212
6.71,1,26.5,1,2.04,0,110
2.1,2,67.05,1,5.02,1,211
5.64,0,21,0,1.78,0,0
7.41,1,7.45,2,6.68,1,121
6.75,1,26.5,1,1.64,0,110
6.93,1,43.43,1,1.09,2,112
11.04,1,31.54,1,0.04,2,112
6.09,0,15.21,2,2.08,0,20
3.92,2,29.25,1,0.31,2,212
5.8,0,35.58,1,1.62,0,10
11.58,1,8.12,2,4.61,1,121
6.76,1,27,1,1.86,0,110
2.94,2,20.17,0,6.41,1,201
6.73,1,27,1,1.87,0,110
1.99,2,20.97,0,9.95,1,201
5.97,0,88.57,1,0.28,2,12
6.82,1,26.5,1,1.63,0,110
13.53,1,14.92,2,8.33,1,121
5.57,0,83.25,1,2.21,0,10
5.53,0,21,0,2.41,0,0
6.09,0,22,0,1.21,0,0
6.82,1,26.5,1,1.64,0,110
13.62,1,10.89,2,1.3,0,120
12.71,1,15.23,2,7.9,1,121
6.8,1,26.5,1,1.63,0,110
5.64,0,31.01,1,2.43,0,10
5.6,0,80.86,1,1.51,0,10
5.96,0,94.78,1,9.1,1,11
5.9,0,20,0,1.55,0,0
6.37,1,85.99,1,4.75,1,111
8.7,1,12.6,2,6.79,1,121
6.69,1,27,1,1.99,0,110
6.73,1,27,1,1.85,0,110
5.99,0,18.93,0,1.14,2,2
5.74,0,98.14,1,1.81,0,10
2.09,2,3.85,2,5.12,1,221
2.9,2,55.37,1,7.06,1,211
6.69,1,27,1,2,0,110
6.72,1,27,1,2.02,0,110
6.76,1,26.5,1,2.05,0,110
1.5,2,21.22,0,1.19,2,202
6.8,1,27,1,1.9,0,110
10.36,1,7.21,2,5.03,1,121
7.12,1,20.92,0,3.64,1,101
6.53,1,88.55,1,9.31,1,111
6.78,1,27,1,1.89,0,110
6.81,1,27,1,1.89,0,110
5.6,0,4.59,2,2.45,0,20
6.77,1,26.5,1,2.05,0,110
7.73,1,20.12,0,4.27,1,101
8.18,1,38.38,1,4.97,1,111
6.76,1,27,1,1.7,0,110
7.96,1,89.68,1,0.62,2,112
6.73,1,26.5,1,2.04,0,110
6.83,1,26.5,1,1.63,0,110
2.65,2,7.42,2,1.67,0,220
6.8,1,26.5,1,1.64,0,110
6.37,1,14.02,2,6.81,1,121
6.79,1,27,1,2.05,0,110
6.74,1,27,1,1.72,0,110
3.61,2,18.15,0,1.48,0,200
11.28,1,2.9,2,1.15,2,122
6.86,1,27,1,1.62,0,110
5.73,0,96.89,1,0.15,2,12
6.76,1,26.5,1,2.03,0,110
10.48,1,85.01,1,8.39,1,111
6.13,0,20.26,0,7.91,1,1
7.22,1,18.45,0,0.66,2,102
6.72,1,27,1,1.95,0,110
2.84,2,91.72,1,5.92,1,211
3.75,2,13.06,2,7.92,1,221
8.31,1,96.23,1,0.56,2,112
3.91,2,19.07,0,0.86,2,202
13.58,1,49.51,1,0.8,2,112
4.44,2,95.46,1,8.11,1,211
5.78,0,34.78,1,7.71,1,11
6.76,1,26.5,1,2.02,0,110
2.14,2,30.58,1,0.75,2,212
3.16,2,63.46,1,2.09,0,210
6.16,0,12.43,2,1,2,22
10.26,1,12.38,2,1.73,0,120
6.66,1,27,1,2,0,110
6.8,1,27,1,1.7,0,110
5.72,0,15.34,2,0.99,2,22
9.63,1,18.87,0,1.75,0,100
5.75,0,71.16,1,0.14,2,12
5.75,0,20,0,1.28,0,0
5.58,0,15.62,2,1.24,0,20
0.23,2,66.28,1,1.79,0,210
6.83,1,26.5,1,1.63,0,110
13.88,1,1.11,2,0.42,2,122
5.6,0,20,0,2.36,0,0
5.55,0,16.2,2,1.38,0,20
13.4,1,99.36,1,6.49,1,111
6.82,1,26.5,1,1.62,0,110
6.75,1,27,1,1.91,0,110
6.82,1,27,1,1.63,0,110
2.59,2,42.61,1,1.27,0,210
6.77,1,26.5,1,1.63,0,110
5.7,0,22,0,2.4,0,0
6.81,1,26.5,1,1.72,0,110
6.69,1,27,1,1.99,0,110
4.42,2,18.96,0,1.94,0,200
9.08,1,11.95,2,0.03,2,122
6.75,1,27,1,1.89,0,110
0.37,2,6.94,2,5.95,1,221
12.27,1,88.01,1,3.6,1,111
5.68,0,21.68,0,0.2,2,2
1.43,2,20.77,0,8.07,1,201
5.92,0,17.24,2,3.36,1,21
6.7,1,27,1,1.99,0,110
5.68,0,54.26,1,1.23,0,10
4.28,2,10.54,2,0.3,2,222
2.5,2,6.33,2,0.55,2,222
6.74,1,26,1,1.64,0,110
10.71,1,2.11,2,8.51,1,121
10.01,1,2.38,2,9.31,1,121
5.9,0,12.46,2,1.81,0,20
